year,nemomod_entc_residual_capacity_pp_biogas_gw,nemomod_entc_residual_capacity_pp_biomass_gw,nemomod_entc_residual_capacity_pp_coal_gw,nemomod_entc_residual_capacity_pp_coal_ccs_gw,nemomod_entc_residual_capacity_pp_gas_gw,nemomod_entc_residual_capacity_pp_gas_ccs_gw,nemomod_entc_residual_capacity_pp_geothermal_gw,nemomod_entc_residual_capacity_pp_hydropower_gw,nemomod_entc_residual_capacity_pp_nuclear_gw,nemomod_entc_residual_capacity_pp_ocean_gw,nemomod_entc_residual_capacity_pp_oil_gw,nemomod_entc_residual_capacity_pp_solar_gw,nemomod_entc_residual_capacity_pp_waste_incineration_gw,nemomod_entc_residual_capacity_pp_wind_gw
2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0
2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0
2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0
2003,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.38989999999999997,0.0,0.0,0.0,0.0,0.0,0.0
2004,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.38989999999999997,0.0,0.0,0.0,0.0,0.0,0.0
2005,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.3949,0.0,0.0,0.0,0.0,0.0,0.0
2006,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.3949,0.0,0.0,0.1,0.0,0.0,0.0
2007,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.3949,0.0,0.0,0.1,0.0,0.0,0.0
2008,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.3949,0.0,0.0,0.1,0.0,0.0,0.0
2009,0.0,0.0645,0.0,0.0,0.0,0.0,0.0,0.3949,0.0,0.0,0.2,0.0,0.0,0.0
2010,0.0,0.0645,0.0,0.0,0.0,0.0,0.0,0.4259,0.0,0.0,0.2,0.0,0.0,0.0
2011,0.0,0.0645,0.0,0.0,0.0,0.0,0.0,0.6759,0.0,0.0,0.2,0.0,0.0,0.0
2012,0.0,0.0645,0.0,0.0,0.0,0.0,0.0,0.6759,0.0,0.0,0.2,0.0,0.0,0.0
2013,0.0,0.0645,0.0,0.0,0.0,0.0,0.0,0.691495,0.0,0.0,0.2,0.0,0.0,0.0
2014,0.0,0.0645,0.0,0.0,0.0,0.0,0.0,0.694995,0.0,0.0,0.136,0.0,0.0,0.0
2015,0.0,0.0645,0.0,0.0,0.0,0.0,0.0,0.694995,0.0,0.0,0.136,0.0,0.0,0.0
2016,0.0,0.0645,0.0,0.0,0.0,0.0,0.0,0.694995,0.0,0.0,0.136,0.0,0.0,0.0
2017,0.0,0.07640000000000001,0.0,0.0,0.0,0.0,0.0,0.706875,0.0,0.0,0.136,0.018600000000000002,0.0,0.0
2018,0.0,0.09624300000000001,0.0,0.0,0.0,0.0,0.0,0.744279,0.0,0.0,0.1016,0.04183,0.0,0.0
2019,0.0,0.09624300000000001,0.0,0.0,0.0,0.0,0.0,1.003489,0.0,0.0,0.1,0.05183,0.0,0.0
2020,0.0,0.09624300000000001,0.0,0.0,0.0,0.0,0.0,1.009989,0.0,0.0,0.1,0.06193,0.0,0.0
2021,0.0,0.12209300000000001,0.0,0.0,0.0,0.0,0.0,1.077589,0.0,0.0,0.1,0.062101,0.0,0.0
2022,0.0,0.13629,0.0,0.0,0.0,0.0,0.0,1.099694,0.0,0.0,0.1,0.067883,0.0,0.0
2023,0.0,0.14829,0.0,0.0,0.0,0.0,0.0,1.5109285000000001,0.0,0.0,0.1,0.088283,0.0,0.0
2024,0.0,0.14929,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.1,0.088283,0.0,0.0
2025,0.0,0.14929,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.1,0.088283,0.0,0.0
2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.1,0.088283,0.0,0.0
2027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.1,0.088283,0.0,0.0
2028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.1,0.088283,0.0,0.0
2029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.1,0.088283,0.0,0.0
2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.1,0.088283,0.0,0.0
2031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.1,0.0,0.0,0.0
2032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.1,0.0,0.0,0.0
2033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.1,0.0,0.0,0.0
2034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.1,0.0,0.0,0.0
2035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.1,0.0,0.0,0.0
2036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.1,0.0,0.0,0.0
2037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.1,0.0,0.0,0.0
2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.1,0.0,0.0,0.0
2039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.1,0.0,0.0,0.0
2040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.1,0.0,0.0,0.0
2041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7109285,0.0,0.0,0.0,0.0,0.0,0.0
2101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
